rank,name,category,stem_field,financial_barrier,location_type,target_grade,similarity_score,url,description
1,Gizmos - Chemical Equations,Learning Platform,Chemistry,Medium,Online,8-10,0.651,https://gizmos.explorelearning.com/,Balance chemical equations and visualize molecular reactions. Model conservation of mass in chemical changes. Grades 8-10 develop chemistry problem-solving skills. This Learning Platform focuses on Ch...
2,Stanford Pre-Collegiate Chemistry,Summer Program,Chemistry,High,Residential,9-12,0.649,https://summerinstitutes.spcs.stanford.edu/,"Advanced chemistry covering topics beyond AP level including organic chemistry, chemical synthesis, and spectroscopy. Laboratory-intensive program with research-style experiments. Learn modern chemica..."
3,Chemical Engineering and Science,Other,Chemistry,Medium,In-person,2-6,0.629,https://www.engineeringforkids.com/programs/,"Hands-on chemistry experiments and chemical engineering projects. Learn about reactions, states of matter, polymers, and materials science through safe experiments. This Afterschool Program focuses on..."
4,IXL Science - Chemistry,Learning Platform,Chemistry,High,Online,9-12,0.590,https://www.ixl.com/science/chemistry,"High school chemistry with 450+ skills. Atomic theory, chemical bonding, stoichiometry, thermodynamics, kinetics, equilibrium, and acid-base chemistry. College preparatory chemistry. This Learning Pla..."
5,STEMfinity Chemistry Experiments,Learning Platform,Chemistry,Low,Hybrid,K-12,0.543,https://www.stemfinity.com/Free-STEM-Activities,"Safe chemistry experiments and demonstrations for all grade levels. Learn about reactions, states of matter, acids and bases using household items. This Learning Platform focuses on Chemistry, Science..."
6,Polygence - Chemistry and Materials Science,Mentorship Program,Engineering,High,Online,8-12,0.516,https://www.polygence.org/programs,"One-on-one research in chemistry and materials science. Explore organic chemistry, physical chemistry, or nanotechnology. Projects may involve computational chemistry, materials analysis, or chemical ..."
7,"Chemical Engineering Excellence - $8,500",Scholarship,Engineering,Low,Online,11-12,0.505,https://www.niche.com/colleges/scholarships/stem/,"Scholarship for aspiring chemical engineers. Essay on chemical process design or industrial chemistry required. This Scholarship focuses on Chemical Engineering, Engineering, Chemistry and serves grad..."
8,Brilliant.org Chemistry,Online Course,Chemistry,Low,Online,9-12,0.494,https://brilliant.org/courses/chemistry/,"Interactive chemistry exploring atoms, molecules, reactions, and chemical principles. Visual approach to understanding chemical concepts. Labs and simulations. Covers general chemistry topics. Great s..."
9,Pioneer Academics - Chemistry and Materials Science,Other,Engineering,High,Online,11-12,0.488,https://pioneeracademics.com/subjects/,"Research in organic, inorganic, physical chemistry, or materials science. Work with chemistry professor on topics like chemical synthesis, reaction mechanisms, or novel materials. Study catalysis, nan..."
10,Garcia Research Scholars - Chemistry and Materials Science Track,Other,Engineering,Low,In-person,11-12,0.455,https://www.stonybrook.edu/commcms/garcia/,"Research in organic chemistry, inorganic chemistry, physical chemistry, or materials science. Conduct synthesis experiments, analyze compounds, and characterize materials. Use spectroscopy, chromatogr..."
11,Amplify Science 7 - Chemical Reactions,Workshop/Training,Chemistry,Low,Classroom,9-12,0.440,https://amplify.com/programs/amplify-science,"Investigate how substances interact and transform. Study conservation of mass, energy in reactions, and molecular rearrangement. Conduct synthesis and decomposition experiments. Digital molecular mode..."
12,"Chemistry Innovation Award - $5,000",Scholarship,Chemistry,Low,Online,11-12,0.436,https://www.niche.com/colleges/scholarships/stem/,"Award for students with strong chemistry background and interest in chemical sciences. Lab experience or chemistry project description required. This Scholarship focuses on Chemistry, Science and serv..."
13,Introduction to Chemistry: Reactions and Ratios,Online Course,Chemistry,Low,Online,11-12,0.416,https://www.coursera.org/learn/intro-chemistry,"Duke University chemistry course covering atomic structure, chemical reactions, and stoichiometry. Lab demonstrations and problem-solving practice. Excellent preparation for AP Chemistry or college ch..."
14,Chemistry Olympiad,Competition,Engineering,Low,In-person,9-12,0.414,https://www.acs.org/education/students/highschool.html,"International chemistry competition testing knowledge and skills of the most talented high school chemistry students. Multi-tiered competition including local, national, and international levels. Top ..."
15,Mystery Science - 5th Grade: Structure and Properties of Matter,Learning Platform,Chemistry,Low,Classroom,5,0.411,https://mysteryscience.com/school/overview,"Investigate particle theory and chemical changes. Test physical vs chemical changes, mixtures vs solutions. Video demonstrations of molecular behavior. Conduct experiments measuring mass and volume. T..."
16,Khan Academy Chemistry,Online Course,Chemistry,Low,Online,10-12,0.411,https://www.khanacademy.org/science,"High school chemistry covering atoms, molecules, chemical reactions, stoichiometry, thermodynamics, and equilibrium. Laboratory concepts and problem-solving. Aligned with chemistry standards. This Onl..."
17,Chemistry Lab,Competition,Chemistry,Low,In-person,9-12,0.399,https://www.soinc.org/high-school-events-2024,"Hands-on chemistry laboratory event testing practical skills in chemical analysis, synthesis, and safety procedures. Includes qualitative and quantitative analysis. This Science Competition focuses on..."
18,Introduction to Chemistry: Reactions and Ratios,Online Course,Chemistry,Low,Online,11-12,0.387,https://www.edx.org/learn/chemistry/duke-university-introduction-to-chemistry-reactions-and-ratios,"Duke University course covering fundamental chemistry concepts. Atomic structure, chemical reactions, stoichiometry, and the periodic table. Hands-on problem-solving and real-world applications. Great..."
19,Rainbow Milk Experiment,Other,Chemistry,Low,Online,9-12,0.359,https://www.sciencebuddies.org/science-fair-projects/project-ideas/chemistry,"Explore surface tension and chemical reactions by adding food coloring and soap to milk to create colorful swirling patterns. This STEM Activity focuses on Chemistry, Physics and serves grade K-5 stud..."
20,Project SEED,Research Opportunity,Engineering,Medium,In-person,11-12,0.341,https://www.acs.org/education/students/highschool.html,Summer research program for economically disadvantaged high school juniors and seniors. Students work alongside scientists in research laboratories conducting authentic chemistry research. Provides st...
