rank,name,category,stem_field,financial_barrier,location_type,target_grade,similarity_score,url,description
1,Stanford Pre-Collegiate Game Design,Summer Program,Software Engineering,High,Residential,9-12,0.722,https://summerinstitutes.spcs.stanford.edu/,"Game design and development program combining programming, art, storytelling, and game mechanics. Create original video games using industry tools. Learn game engines, 3D modeling, level design, and g..."
2,AoPS Summer Game Design Camp,Camp,Software Engineering,High,Online,6-8,0.709,https://artofproblemsolving.com/summer-programs,"Learn game development with Python and Pygame. Two-week camp teaching programming, game design, and project development for aspiring game creators. This Camp focuses on Computer Science, Game Design a..."
3,STEM Challenge Game Design Resources,Learning Platform,Software Engineering,Low,Online,K-12,0.705,https://www.stemchallenge.org/resources/,"Free educational resources for students learning game design. Tutorials, lesson plans, and guides for using various game development tools and platforms. This Learning Platform focuses on Computer Sci..."
4,DMA Roblox Game Development,Camp,Software Engineering,High,In-person,6-8,0.681,https://www.digitalmediaacademy.org/summer-camps,"Create multiplayer games on Roblox platform. Learn Lua programming and game design while building interactive experiences. This Camp focuses on Game Design, Programming, Computer Science and serves gr..."
5,iD Tech Roblox Game Development,Camp,Software Engineering,High,In-person,6-8,0.676,https://www.idtech.com/summer-camps,"Create multiplayer games on Roblox platform. Learn Lua programming and game design while building interactive experiences. This Camp focuses on Game Design, Programming, Computer Science and serves gr..."
6,National High School Game Academy,Summer Program,Software Engineering,High,Residential,10-12,0.676,https://www.cmu.edu/pre-college/,"Game design and development program combining art, programming, and storytelling. Students create original video games working in teams. Learn game engines, 3D modeling, animation, and game design pri..."
7,Video Game Design Engineering,Other,Software Engineering,Medium,In-person,K-8,0.670,https://www.engineeringforkids.com/programs/,"Create video games while learning programming concepts. Use block-based coding and game design software to build interactive games and animations. This Afterschool Program focuses on Computer Science,..."
8,DMA Game Design Camp,Camp,Software Engineering,High,In-person,6-8,0.639,https://www.digitalmediaacademy.org/summer-camps,"Intensive game development camp using Unity and Unreal Engine. Students create 3D games while learning programming and design principles. This Camp focuses on Game Design, Computer Science, Programmin..."
9,Game Development with Unity,Online Course,Software Engineering,Medium,Online,7-12,0.637,https://outschool.com/classes/coding,"Create 3D games using Unity game engine. Ages 12-17 learn C# programming, game design, and publish playable games. This Online Class focuses on Game Design, Computer Science, Programming and serves gr..."
10,iD Tech Game Design Camp,Camp,Software Engineering,High,In-person,6-8,0.635,https://www.idtech.com/summer-camps,"Intensive game development camp using Unity and Unreal Engine. Students create 3D games while learning programming and design principles. This Camp focuses on Game Design, Computer Science, Programmin..."
11,Roblox Education - Game Design and Development Pathway,Learning Platform,Software Engineering,Low,Online,6-12,0.635,https://education.roblox.com/en-us/pathway,"Comprehensive learning pathway from beginner to advanced game creator. Multi-course curriculum covering design thinking, prototyping, player experience, monetization, and publishing. Build portfolio o..."
12,"Game Development and Design Scholarship - $6,500",Scholarship,Software Engineering,Low,Online,11-12,0.618,https://www.niche.com/colleges/scholarships/stem/,"Scholarship for aspiring game developers and designers. Portfolio of game projects required. This Scholarship focuses on Game Design, Computer Science, Programming and serves grade 10-12 students. The..."
13,DMA Minecraft Modding Camp,Camp,Software Engineering,High,In-person,6-8,0.613,https://www.digitalmediaacademy.org/summer-camps,"Learn Java programming through Minecraft modding. Create custom mods and understand game development fundamentals. This Camp focuses on Programming, Game Design, Computer Science and serves grade 6-8 ..."
14,iD Tech Minecraft Modding Camp,Camp,Software Engineering,High,In-person,6-8,0.607,https://www.idtech.com/summer-camps,"Learn Java programming through Minecraft modding. Create custom mods and understand game development fundamentals. This Camp focuses on Programming, Game Design, Computer Science and serves grade 6-8 ..."
15,STEM Challenge Unity Game Development,Learning Platform,Software Engineering,Low,Online,7-12,0.606,https://www.stemchallenge.org/resources/,"Advanced game development resources for Unity engine. Tutorials on 3D game creation, C# programming, physics, and publishing games for the high school division. This Learning Platform focuses on Compu..."
16,Tinkercad - Minecraft Character Design,Learning Platform,Game Development,Low,Online,9-12,0.592,https://www.tinkercad.com/learn,Create Minecraft-style blocky characters and structures. Voxel-based design principles and pixel art translation to 3D. Engage game design enthusiasts in CAD. This Learning Platform focuses on 3D Desi...
17,Code Ninjas Summer Camp - Game Building,Camp,Software Engineering,High,In-person,K-8,0.592,https://www.codeninjas.com/camps,"Week-long summer camp focused on game design and development. Build complete games using various programming languages. Full-day immersive coding experience. This Camp focuses on Computer Science, Gam..."
18,Game Design and Development,Online Course,Software Engineering,Low,Online,9-12,0.591,https://www.coursera.org/specializations/game-development,"Michigan State University specialization teaching game design principles and Unity development. Learn programming, graphics, and user experience design through game creation. Five-course series coveri..."
19,DMA Fortnite Creative Camp,Camp,Software Engineering,High,In-person,6-8,0.588,https://www.digitalmediaacademy.org/summer-camps,"Design custom Fortnite maps and game modes. Learn level design and game mechanics. This Camp focuses on Game Design, Programming, Technology and serves grade 6-8 students. The program requires 1 week ..."
20,STEM Challenge Scratch Game Programming,Learning Platform,Software Engineering,Low,Online,K-8,0.584,https://www.stemchallenge.org/resources/,"Resources and tutorials specifically for creating games in Scratch. Learn block-based coding, game mechanics, character design, and how to submit Scratch games to the competition. This Learning Platfo..."
