rank,name,category,stem_field,financial_barrier,location_type,target_grade,similarity_score,url,description
1,Computational Biology,Summer Program,Biology,High,Residential,9-12,0.705,https://www.cmu.edu/pre-college/,"Interdisciplinary program at the intersection of biology, computer science, and mathematics. Learn bioinformatics, genomic analysis, computational modeling, and data science applications in biology. W..."
2,Broad Institute - Summer Research Program for High School Students,Internship,Biology,Low,In-Person,11-12,0.572,https://www.broadinstitute.org/high-school-summer-research,"Genomics and computational biology research internship at MIT/Harvard Broad Institute. High school students work on projects involving genomic medicine, cancer genomics, and data science in biology. T..."
3,iGEM Distribution Kit (High School),Other,Biology,Prohibitive,School lab,9-12,0.506,https://igem.org/competition,"Comprehensive collection of standardized biological parts (BioBricks) provided to registered teams. Includes plasmids, DNA sequences, and genetic components for building synthetic biology projects. Ki..."
4,USABO Open Exam,Other,Biology,Low,School-based,12-SEP,0.462,https://www.usabo-trc.org/competition-structure,"First round of USA Biology Olympiad competition for high school students. 50-minute, 50-question multiple choice exam covering biology curriculum. Tests general biology knowledge including cell biolog..."
5,Data Science Foundations,Other,Data Science,Low,Online,9-12,0.461,https://skillsbuild.org/students/course-catalog,"Introduction to data science concepts, data analysis techniques, and data visualization. Students learn about statistical thinking, data cleaning, and interpreting data patterns. Includes practical ex..."
6,Introduction to Data Science,Online Course,Data Science,Low,Online,10-12,0.450,https://www.udacity.com/course/intro-to-data-science--ud359,"Learn data science basics including data analysis, visualization, and statistical thinking. Use Python, pandas, and matplotlib. Analyze real datasets and extract insights. Project-based learning with ..."
7,Scholly - Data Science Scholars,Scholarship,Data Science,Low,Virtual,11-12,0.441,https://myscholly.com/stem-scholarships/,"$1,000-$3,000 scholarship for students interested in data science and analytics. Open to students learning data analysis, statistical modeling, or data visualization. Submit portfolio of data projects..."
8,Jackson Laboratory - Summer Student Program,Internship,Biology,Low,In-Person,11-12,0.427,https://www.jax.org/education-and-learning/high-school-students/summer-student-program,Hands-on genomics and genetics research experience for high school students at premier biomedical research institution. Students work with world-class scientists on projects involving mammalian geneti...
9,USABO National Finals,Other,Biology,Low,Residential,9-12,0.427,https://www.usabo-trc.org/competition-structure,"Top 20 students compete at National Finals held at university campus. Two-week intensive biology camp with lectures, labs, and exams. Theoretical and practical exams covering all biology topics. Top 4..."
10,iGEM High School Competition,Other,Biology,Prohibitive,School-based with travel,9-12,0.425,https://igem.org/competition/high-school,"International synthetic biology competition where high school teams design and build genetically engineered systems. Teams work for 6-9 months on original research projects, create DNA constructs usin..."
11,Polygence - Data Science and Analytics,Mentorship Program,Artificial Intelligence/Machine Learning,High,Online,8-12,0.423,https://www.polygence.org/programs,"Research mentorship in data science, statistics, and analytics. Learn data collection, cleaning, analysis, and visualization. Projects may involve building predictive models, analyzing large datasets,..."
12,Data Science High School Scholarship,Scholarship,Data Science,Low,Online,11-12,0.420,https://www.unigo.com/scholarships/data-science-hs,"$2,500 award for data science students. For high school students with coding and analytics skills. This Scholarship focuses on Data Science, Statistics, Computer Science and serves grade 10-12 student..."
13,High School Data Science Scholarship,Scholarship,Data Science,Low,Online,11-12,0.419,https://www.fastweb.com/college-scholarships/data-science-hs,"Supporting high school students in data science and analytics. For future data scientists and analysts. This Scholarship focuses on Computer Science, Mathematics, Data Science and serves grade 12-Sep ..."
14,Data Science High School Scholarship,Scholarship,Data Science,Low,Online,11-12,0.418,https://www.chegg.com/scholarships/data-science-hs,"$2,500 award for data science students. For high school students with coding and statistical analysis skills. This Scholarship focuses on Data Science, Statistics, Computer Science and serves grade 10..."
15,Data Science and Analytics High School Award,Scholarship,Data Science,Low,Online,11-12,0.414,https://www.scholarships.com/data-science-hs,"$1,500 scholarship for high school students exploring data science. For students with coding and statistical analysis skills. This Scholarship focuses on Data Science, Statistics, Computer Science and..."
16,Data Science High School Scholarship,Scholarship,Data Science,Low,Online,11-12,0.412,https://www.petersons.com/data-science-hs,"$2,500 award for data science students. For high school students with coding, statistics, and data analysis skills. This Scholarship focuses on Data Science, Statistics, Computer Science and serves gr..."
17,Sphero Sensor Programming and Data Science,Learning Platform,Data Science,Low,Hybrid,8-12,0.412,https://edu.sphero.com/,"Advanced robotics using Sphero sensors. Collect environmental data, analyze trends, build data-driven applications. STEM integration. This Learning Platform focuses on Data Science, Robotics, Programm..."
18,"Data Science and Analytics Scholarship - $6,500",Scholarship,Data Science,Low,Online,11-12,0.408,https://www.niche.com/colleges/scholarships/stem/,"Scholarship for students interested in data science, statistics, or analytics. Essay on data-driven project or analysis required. This Scholarship focuses on Data Science, Statistics, Mathematics and ..."
19,Coding Rooms - Python Data Science Basics,Learning Platform,Data Science,Low,Online,9-12,0.401,https://www.codingrooms.com/curriculum,"Introduction to data science with Python. Learn NumPy, Pandas, Matplotlib for data analysis and visualization. Work with real datasets, clean data, create charts, and derive insights. This Learning Pl..."
20,Cappex - Data Science and Analytics Scholarship,Scholarship,Data Science,Low,Virtual,11-12,0.397,https://www.cappex.com/scholarships/computer-science/data-science,"$4,000 scholarship for students interested in data science, statistics, or analytics. Must demonstrate analytical skills through coursework or projects. Programming experience preferred. This Scholars..."
